dataset,image_id,filename,path,split
KONIQ-10k,5124180488,5124180488.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5124180488.jpg,holdout
KONIQ-10k,5124446081,5124446081.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5124446081.jpg,val
KONIQ-10k,5125398207,5125398207.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5125398207.jpg,train
KONIQ-10k,5125486524,5125486524.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5125486524.jpg,train
KONIQ-10k,5128049833,5128049833.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5128049833.jpg,holdout
KONIQ-10k,5128108683,5128108683.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5128108683.jpg,train
KONIQ-10k,5128756378,5128756378.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5128756378.jpg,val
KONIQ-10k,5129080312,5129080312.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5129080312.jpg,holdout
KONIQ-10k,5129172,5129172.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5129172.jpg,train
KONIQ-10k,5129204001,5129204001.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5129204001.jpg,train
KONIQ-10k,512935629,512935629.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/512935629.jpg,holdout
KONIQ-10k,5129872416,5129872416.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5129872416.jpg,train
KONIQ-10k,5130720224,5130720224.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5130720224.jpg,holdout
KONIQ-10k,5130906829,5130906829.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5130906829.jpg,train
KONIQ-10k,513128907,513128907.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/513128907.jpg,holdout
KONIQ-10k,5131861392,5131861392.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5131861392.jpg,val
KONIQ-10k,5132091056,5132091056.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5132091056.jpg,holdout
KONIQ-10k,5133576528,5133576528.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5133576528.jpg,holdout
KONIQ-10k,5134748445,5134748445.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5134748445.jpg,train
KONIQ-10k,5135451445,5135451445.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5135451445.jpg,train
KONIQ-10k,5135908583,5135908583.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5135908583.jpg,train
KONIQ-10k,5135958105,5135958105.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5135958105.jpg,train
KONIQ-10k,5136366226,5136366226.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5136366226.jpg,val
KONIQ-10k,5137221601,5137221601.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5137221601.jpg,train
KONIQ-10k,513723164,513723164.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/513723164.jpg,val
KONIQ-10k,5137508075,5137508075.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5137508075.jpg,train
KONIQ-10k,5137971670,5137971670.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5137971670.jpg,train
KONIQ-10k,5138080527,5138080527.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5138080527.jpg,train
KONIQ-10k,5138115166,5138115166.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5138115166.jpg,train
KONIQ-10k,5138308179,5138308179.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5138308179.jpg,train
KONIQ-10k,5139553196,5139553196.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5139553196.jpg,train
KONIQ-10k,5140426630,5140426630.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5140426630.jpg,train
KONIQ-10k,5140673192,5140673192.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5140673192.jpg,train
KONIQ-10k,5141696799,5141696799.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5141696799.jpg,train
KONIQ-10k,5142063764,5142063764.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5142063764.jpg,val
KONIQ-10k,5142391146,5142391146.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5142391146.jpg,train
KONIQ-10k,5143292163,5143292163.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5143292163.jpg,holdout
KONIQ-10k,51433626,51433626.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/51433626.jpg,train
KONIQ-10k,5143740294,5143740294.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5143740294.jpg,train
KONIQ-10k,5144117619,5144117619.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5144117619.jpg,holdout
KONIQ-10k,5144938786,5144938786.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5144938786.jpg,holdout
KONIQ-10k,514498047,514498047.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/514498047.jpg,train
KONIQ-10k,5146023515,5146023515.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5146023515.jpg,holdout
KONIQ-10k,5146611755,5146611755.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5146611755.jpg,train
KONIQ-10k,5147986874,5147986874.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5147986874.jpg,train
KONIQ-10k,5149778996,5149778996.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5149778996.jpg,train
KONIQ-10k,5149825714,5149825714.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5149825714.jpg,holdout
KONIQ-10k,5150554440,5150554440.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5150554440.jpg,val
KONIQ-10k,5150999709,5150999709.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5150999709.jpg,train
KONIQ-10k,5153880006,5153880006.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5153880006.jpg,train
KONIQ-10k,5153889058,5153889058.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5153889058.jpg,train
KONIQ-10k,5155188582,5155188582.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5155188582.jpg,holdout
KONIQ-10k,5156974621,5156974621.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5156974621.jpg,val
KONIQ-10k,5157059497,5157059497.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5157059497.jpg,val
KONIQ-10k,5158391010,5158391010.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5158391010.jpg,train
KONIQ-10k,5158556376,5158556376.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5158556376.jpg,train
KONIQ-10k,5158846580,5158846580.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5158846580.jpg,train
KONIQ-10k,5158869275,5158869275.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5158869275.jpg,train
KONIQ-10k,5159845899,5159845899.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5159845899.jpg,train
KONIQ-10k,5162032167,5162032167.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5162032167.jpg,train
KONIQ-10k,5164262533,5164262533.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5164262533.jpg,train
KONIQ-10k,5165838001,5165838001.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5165838001.jpg,train
KONIQ-10k,5166185394,5166185394.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5166185394.jpg,holdout
KONIQ-10k,5166352802,5166352802.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5166352802.jpg,val
KONIQ-10k,5166736586,5166736586.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5166736586.jpg,train
KONIQ-10k,5167059215,5167059215.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5167059215.jpg,train
KONIQ-10k,516771790,516771790.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/516771790.jpg,val
KONIQ-10k,516784418,516784418.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/516784418.jpg,val
KONIQ-10k,5168340748,5168340748.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5168340748.jpg,train
KONIQ-10k,5168834860,5168834860.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5168834860.jpg,val
KONIQ-10k,5170784567,5170784567.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5170784567.jpg,train
KONIQ-10k,5170785709,5170785709.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5170785709.jpg,val
KONIQ-10k,5170858607,5170858607.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5170858607.jpg,train
KONIQ-10k,5170894682,5170894682.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5170894682.jpg,train
KONIQ-10k,5172023888,5172023888.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5172023888.jpg,train
KONIQ-10k,5172112194,5172112194.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5172112194.jpg,train
KONIQ-10k,5172565267,5172565267.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5172565267.jpg,train
KONIQ-10k,5172812012,5172812012.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5172812012.jpg,train
KONIQ-10k,5173344304,5173344304.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5173344304.jpg,train
KONIQ-10k,517369320,517369320.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/517369320.jpg,train
KONIQ-10k,5174677992,5174677992.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5174677992.jpg,holdout
KONIQ-10k,5174701484,5174701484.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5174701484.jpg,train
KONIQ-10k,5175429795,5175429795.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5175429795.jpg,val
KONIQ-10k,5176288733,5176288733.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5176288733.jpg,train
KONIQ-10k,5176681750,5176681750.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5176681750.jpg,train
KONIQ-10k,5176760629,5176760629.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5176760629.jpg,train
KONIQ-10k,51767606291,51767606291.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/51767606291.jpg,val
KONIQ-10k,5177150402,5177150402.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5177150402.jpg,holdout
KONIQ-10k,517716589,517716589.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/517716589.jpg,train
KONIQ-10k,5177309012,5177309012.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5177309012.jpg,train
KONIQ-10k,5177662225,5177662225.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5177662225.jpg,holdout
KONIQ-10k,5179986164,5179986164.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5179986164.jpg,train
KONIQ-10k,5180032640,5180032640.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5180032640.jpg,train
KONIQ-10k,5180679952,5180679952.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5180679952.jpg,val
KONIQ-10k,518080817,518080817.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/518080817.jpg,train
KONIQ-10k,5182390374,5182390374.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5182390374.jpg,train
KONIQ-10k,5183223776,5183223776.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5183223776.jpg,train
KONIQ-10k,5183838812,5183838812.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5183838812.jpg,train
KONIQ-10k,5184506144,5184506144.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5184506144.jpg,train
KONIQ-10k,5184701000,5184701000.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5184701000.jpg,train
KONIQ-10k,5185255513,5185255513.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5185255513.jpg,train
KONIQ-10k,5186117445,5186117445.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5186117445.jpg,train
KONIQ-10k,5186392915,5186392915.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5186392915.jpg,train
KONIQ-10k,5187199880,5187199880.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5187199880.jpg,holdout
KONIQ-10k,5188165911,5188165911.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5188165911.jpg,train
KONIQ-10k,518876891,518876891.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/518876891.jpg,train
KONIQ-10k,5189289022,5189289022.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5189289022.jpg,val
KONIQ-10k,5189402195,5189402195.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5189402195.jpg,val
KONIQ-10k,5189469288,5189469288.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5189469288.jpg,train
KONIQ-10k,5189916555,5189916555.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5189916555.jpg,train
KONIQ-10k,5190438831,5190438831.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5190438831.jpg,train
KONIQ-10k,5190675640,5190675640.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5190675640.jpg,train
KONIQ-10k,5191833722,5191833722.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5191833722.jpg,train
KONIQ-10k,5192051586,5192051586.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5192051586.jpg,val
KONIQ-10k,5192151844,5192151844.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5192151844.jpg,train
KONIQ-10k,5192516842,5192516842.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5192516842.jpg,val
KONIQ-10k,5193757906,5193757906.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5193757906.jpg,holdout
KONIQ-10k,5193876375,5193876375.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5193876375.jpg,train
KONIQ-10k,5195185160,5195185160.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5195185160.jpg,val
KONIQ-10k,5195283750,5195283750.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5195283750.jpg,train
KONIQ-10k,5195745450,5195745450.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5195745450.jpg,train
KONIQ-10k,5196364865,5196364865.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5196364865.jpg,train
KONIQ-10k,5197308883,5197308883.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5197308883.jpg,train
KONIQ-10k,5197338148,5197338148.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5197338148.jpg,holdout
KONIQ-10k,5197644731,5197644731.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5197644731.jpg,train
KONIQ-10k,5197869977,5197869977.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5197869977.jpg,holdout
KONIQ-10k,5198260109,5198260109.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5198260109.jpg,train
KONIQ-10k,5198400630,5198400630.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5198400630.jpg,holdout
KONIQ-10k,5199036142,5199036142.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5199036142.jpg,train
KONIQ-10k,5200236444,5200236444.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5200236444.jpg,train
KONIQ-10k,5200584536,5200584536.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5200584536.jpg,holdout
KONIQ-10k,5202282320,5202282320.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5202282320.jpg,train
KONIQ-10k,5204128955,5204128955.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5204128955.jpg,train
KONIQ-10k,5204782737,5204782737.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5204782737.jpg,train
KONIQ-10k,5204945276,5204945276.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5204945276.jpg,val
KONIQ-10k,5205048751,5205048751.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5205048751.jpg,val
KONIQ-10k,5205821036,5205821036.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5205821036.jpg,holdout
KONIQ-10k,5206995557,5206995557.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5206995557.jpg,train
KONIQ-10k,5209102120,5209102120.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5209102120.jpg,train
KONIQ-10k,5209744209,5209744209.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5209744209.jpg,train
KONIQ-10k,5209757780,5209757780.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5209757780.jpg,holdout
KONIQ-10k,5209838,5209838.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5209838.jpg,val
KONIQ-10k,5209944633,5209944633.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5209944633.jpg,holdout
KONIQ-10k,5211888253,5211888253.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5211888253.jpg,train
KONIQ-10k,5212354067,5212354067.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5212354067.jpg,holdout
KONIQ-10k,5212639990,5212639990.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5212639990.jpg,val
KONIQ-10k,5212871853,5212871853.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5212871853.jpg,train
KONIQ-10k,5213032846,5213032846.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5213032846.jpg,train
KONIQ-10k,5215794269,5215794269.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5215794269.jpg,train
KONIQ-10k,5215856083,5215856083.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5215856083.jpg,train
KONIQ-10k,5216419230,5216419230.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5216419230.jpg,train
KONIQ-10k,5216478650,5216478650.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5216478650.jpg,train
KONIQ-10k,5216870847,5216870847.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5216870847.jpg,train
KONIQ-10k,5216894561,5216894561.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5216894561.jpg,train
KONIQ-10k,5217550500,5217550500.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5217550500.jpg,train
KONIQ-10k,5217753146,5217753146.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5217753146.jpg,train
KONIQ-10k,5217952997,5217952997.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5217952997.jpg,train
KONIQ-10k,5219241121,5219241121.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5219241121.jpg,train
KONIQ-10k,5219276400,5219276400.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5219276400.jpg,train
KONIQ-10k,5219524859,5219524859.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5219524859.jpg,holdout
KONIQ-10k,5219577819,5219577819.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5219577819.jpg,train
KONIQ-10k,52196600,52196600.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/52196600.jpg,val
KONIQ-10k,5221875216,5221875216.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5221875216.jpg,holdout
KONIQ-10k,5222301193,5222301193.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5222301193.jpg,val
KONIQ-10k,5222918882,5222918882.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5222918882.jpg,holdout
KONIQ-10k,5223615087,5223615087.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5223615087.jpg,holdout
KONIQ-10k,5224064761,5224064761.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5224064761.jpg,train
KONIQ-10k,5224316825,5224316825.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5224316825.jpg,train
KONIQ-10k,5224440098,5224440098.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5224440098.jpg,train
KONIQ-10k,5225674723,5225674723.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5225674723.jpg,train
KONIQ-10k,5226685642,5226685642.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5226685642.jpg,holdout
KONIQ-10k,522689278,522689278.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/522689278.jpg,holdout
KONIQ-10k,5227449110,5227449110.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5227449110.jpg,train
KONIQ-10k,5227846365,5227846365.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5227846365.jpg,train
KONIQ-10k,5228772358,5228772358.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5228772358.jpg,train
KONIQ-10k,5229829828,5229829828.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5229829828.jpg,val
KONIQ-10k,5230623311,5230623311.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5230623311.jpg,train
KONIQ-10k,5230942989,5230942989.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5230942989.jpg,train
KONIQ-10k,523099326,523099326.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/523099326.jpg,train
KONIQ-10k,5231173987,5231173987.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5231173987.jpg,train
KONIQ-10k,5231773522,5231773522.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5231773522.jpg,train
KONIQ-10k,523281293,523281293.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/523281293.jpg,train
KONIQ-10k,5233144595,5233144595.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5233144595.jpg,train
KONIQ-10k,5233563523,5233563523.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5233563523.jpg,train
KONIQ-10k,5233564371,5233564371.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5233564371.jpg,val
KONIQ-10k,5233734612,5233734612.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5233734612.jpg,holdout
KONIQ-10k,5235142622,5235142622.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5235142622.jpg,val
KONIQ-10k,5235250770,5235250770.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5235250770.jpg,val
KONIQ-10k,5235352004,5235352004.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5235352004.jpg,train
KONIQ-10k,5236193983,5236193983.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5236193983.jpg,train
KONIQ-10k,5236886996,5236886996.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5236886996.jpg,train
KONIQ-10k,5237114997,5237114997.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5237114997.jpg,holdout
KONIQ-10k,5238246589,5238246589.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5238246589.jpg,val
KONIQ-10k,5239610533,5239610533.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5239610533.jpg,train
KONIQ-10k,5240635967,5240635967.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5240635967.jpg,train
KONIQ-10k,5240740919,5240740919.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5240740919.jpg,holdout
KONIQ-10k,5241841036,5241841036.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5241841036.jpg,train
KONIQ-10k,5243003019,5243003019.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5243003019.jpg,val
KONIQ-10k,5243954323,5243954323.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5243954323.jpg,holdout
KONIQ-10k,524406040,524406040.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/524406040.jpg,train
KONIQ-10k,5245617824,5245617824.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5245617824.jpg,train
KONIQ-10k,5247748944,5247748944.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5247748944.jpg,train
KONIQ-10k,5248353672,5248353672.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5248353672.jpg,train
KONIQ-10k,5248435224,5248435224.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5248435224.jpg,train
KONIQ-10k,5248577035,5248577035.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/5248577035.jpg,train
