dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,split
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Denoise,5,1.2,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Brighten,1,4.23,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Brighten,2,4.13,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Brighten,3,3.47,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Brighten,4,2.3,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Brighten,5,1.47,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Darken,1,4.6,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Darken,2,4.5,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Darken,3,3.9,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Darken,4,3.57,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Darken,5,1.7,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Mean shift,1,4.03,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Mean shift,2,4.43,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Mean shift,3,4.4,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Mean shift,4,4.26,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Mean shift,5,3.67,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Jitter,1,4.47,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Jitter,2,4.23,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Jitter,3,3.8,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Jitter,4,2.2,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Jitter,5,1.43,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Non-eccentricity patch,1,4.23,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Non-eccentricity patch,2,3.67,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Non-eccentricity patch,3,4.2,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Non-eccentricity patch,4,3.53,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Non-eccentricity patch,5,3.27,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Pixelate,1,4.07,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Pixelate,2,3.13,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Pixelate,3,3.03,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Pixelate,4,3.52,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Pixelate,5,1.43,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Quantization,1,4.53,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Quantization,2,4.33,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Quantization,3,4.2,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Quantization,4,3.22,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Quantization,5,2.33,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Color block,1,2.73,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Color block,2,2.57,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Color block,3,2.23,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Color block,4,1.97,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Color block,5,1.97,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,High sharpen,1,3.6,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,High sharpen,2,2.45,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,High sharpen,3,2.0,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,High sharpen,4,1.73,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,High sharpen,5,1.2,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Contrast change,1,3.17,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Contrast change,2,3.57,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Contrast change,3,4.17,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Contrast change,4,3.4,train
KADID-10k,I44,/data/projectwork/swati_mam/kadid10k/images/I44_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I44.png,Contrast change,5,2.97,train
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Gaussian blur,1,4.57,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Gaussian blur,2,4.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Gaussian blur,3,2.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Gaussian blur,4,1.45,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Gaussian blur,5,1.23,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Lens blur,1,3.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Lens blur,2,2.13,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Lens blur,3,1.5,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Lens blur,4,1.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Lens blur,5,1.17,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,1,4.6,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,2,3.8,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,3,2.53,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,4,1.9,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,5,1.6,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,1,4.7,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,2,2.8,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,3,1.5,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,4,1.6,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,5,1.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,1,3.8,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,2,2.69,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,3,1.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,4,1.53,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,5,1.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,1,3.33,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,2,3.0,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,3,2.5,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,4,2.47,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,5,1.53,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,1,2.93,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,2,2.67,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,3,2.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,4,2.57,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,5,1.93,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,1,4.53,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,2,3.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,3,2.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,4,1.37,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,5,1.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,1,4.5,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,2,4.47,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,3,3.23,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,4,2.03,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,5,1.13,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,1,4.1,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,2,4.06,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,3,3.58,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,4,1.53,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,5,1.13,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,1,3.97,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,2,3.17,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,3,2.67,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,4,2.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,5,2.33,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,1,4.47,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,2,3.43,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,3,2.94,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,4,2.27,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,5,2.23,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,1,3.37,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,2,2.8,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,3,2.71,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,4,2.37,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,5,2.03,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,1,4.27,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,2,3.23,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,3,2.77,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,4,2.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,5,1.73,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,1,3.6,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,2,2.27,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,3,1.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,4,1.47,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,5,1.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,1,4.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,2,4.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,3,3.7,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,4,2.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,5,1.47,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,1,4.67,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,2,4.63,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,3,4.17,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,4,3.97,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,5,2.87,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,1,4.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,2,4.43,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,3,4.53,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,4,4.43,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,5,4.03,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,1,4.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,2,4.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,3,2.9,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,4,1.57,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,5,1.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,1,4.27,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,2,3.27,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,3,2.67,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,4,3.13,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,5,2.07,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,1,3.77,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,2,2.43,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,3,2.6,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,4,2.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,5,1.23,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,1,4.23,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,2,4.1,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,3,3.73,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,4,3.3,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,5,2.47,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,1,4.03,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,2,2.77,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,3,2.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,4,1.97,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,5,1.97,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,1,3.4,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,2,2.53,val
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,3,2.1,val
