dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,mos_std,distortion_code,distorted_filename,split
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_06_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_06,1,4.55,0.12222,06,i13_06_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_06_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_06,2,4.255809999999999,0.13597,06,i13_06_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_06_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_06,3,3.66667,0.09323,06,i13_06_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_06_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_06,4,3.44186,0.1153599999999999,06,i13_06_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_06_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_06,5,3.09524,0.1054599999999999,06,i13_06_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_07_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_07,1,5.725,0.13223,07,i13_07_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_07_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_07,2,5.317069999999999,0.1355299999999999,07,i13_07_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_07_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_07,3,4.64286,0.13393,07,i13_07_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_07_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_07,4,3.4146300000000003,0.10894,07,i13_07_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_07_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_07,5,2.82927,0.09696,07,i13_07_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_08_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_08,1,4.80952,0.15148,08,i13_08_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_08_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_08,2,3.95238,0.13864,08,i13_08_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_08_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_08,3,3.12195,0.09252,08,i13_08_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_08_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_08,4,2.5814,0.0999299999999999,08,i13_08_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_08_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_08,5,1.7381,0.11198,08,i13_08_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_09_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_09,1,5.073169999999999,0.13532,09,i13_09_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_09_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_09,2,4.767440000000001,0.16057,09,i13_09_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_09_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_09,3,3.18605,0.0945,09,i13_09_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_09_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_09,4,2.16667,0.08856,09,i13_09_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_09_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_09,5,0.4878,0.0983,09,i13_09_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_10_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_10,1,5.48837,0.17518,10,i13_10_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_10_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_10,2,5.46512,0.17511,10,i13_10_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_10_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_10,3,4.475,0.11719,10,i13_10_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_10_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_10,4,3.25581,0.13989,10,i13_10_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_10_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_10,5,1.16279,0.10873,10,i13_10_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I13_11_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_11,1,5.32558,0.18813,11,I13_11_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_11_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_11,2,5.32558,0.15328,11,i13_11_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_11_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_11,3,4.69048,0.13251,11,i13_11_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_11_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_11,4,4.34884,0.14665,11,i13_11_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_11_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_11,5,2.38095,0.11143,11,i13_11_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_12_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_12,1,5.232559999999999,0.18264,12,i13_12_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_12_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_12,2,5.44186,0.17803,12,i13_12_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_12_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_12,3,5.116280000000001,0.16837,12,i13_12_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_12_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_12,4,5.2619,0.14309,12,i13_12_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_12_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_12,5,5.047619999999999,0.14267,12,i13_12_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I13_13_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_13,1,5.4186,0.13251,13,I13_13_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_13_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_13,2,4.92857,0.1663,13,i13_13_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_13_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_13,3,4.7907,0.16949,13,i13_13_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_13_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_13,4,3.63415,0.11312,13,i13_13_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_13_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_13,5,2.40476,0.1068,13,i13_13_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_14_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_14,1,5.64286,0.14215,14,i13_14_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_14_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_14,2,5.40476,0.16169,14,i13_14_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_14_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_14,3,5.7381,0.18461,14,i13_14_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_14_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_14,4,5.02326,0.15596,14,i13_14_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_14_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_14,5,3.97619,0.14081,14,i13_14_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_15_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_15,1,2.73171,0.14232,15,i13_15_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_15_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_15,2,2.87805,0.11014,15,i13_15_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_15_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_15,3,3.04762,0.12118,15,i13_15_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_15_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_15,4,3.5714300000000003,0.1619799999999999,15,i13_15_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_15_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_15,5,3.70732,0.15131,15,i13_15_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_16_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_16,1,5.60465,0.16815,16,i13_16_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_16_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_16,2,5.27907,0.18699,16,i13_16_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_16_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_16,3,5.439019999999999,0.17939,16,i13_16_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_16_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_16,4,4.292680000000001,0.1207,16,i13_16_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_16_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_16,5,4.44186,0.23326,16,i13_16_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_17_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_17,1,4.48837,0.13308,17,i13_17_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_17_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_17,2,6.627910000000001,0.19464,17,i13_17_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_17_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_17,3,3.72093,0.1200599999999999,17,i13_17_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_17_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_17,4,6.48837,0.27785,17,i13_17_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_17_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_17,5,2.58537,0.11427,17,i13_17_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_18_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_18,1,3.95122,0.1032,18,i13_18_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_18_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_18,2,3.74419,0.1190099999999999,18,i13_18_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_18_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_18,3,3.14286,0.12404,18,i13_18_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_18_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_18,4,2.84615,0.09272,18,i13_18_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_18_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_18,5,2.73171,0.12448,18,i13_18_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_19_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_19,1,5.2439,0.13702,19,i13_19_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_19_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_19,2,5.2619,0.15452,19,i13_19_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_19_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_19,3,5.32558,0.15677,19,i13_19_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_19_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_19,4,4.5122,0.12009,19,i13_19_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_19_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_19,5,4.16279,0.14683,19,i13_19_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_20_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_20,1,5.67442,0.17001,20,i13_20_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_20_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_20,2,5.09524,0.1643,20,i13_20_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_20_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_20,3,5.52381,0.14769,20,i13_20_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_20_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_20,4,5.28571,0.13165,20,i13_20_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_20_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_20,5,5.232559999999999,0.15717,20,i13_20_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_21_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_21,1,5.65116,0.17676,21,i13_21_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_21_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_21,2,5.547619999999999,0.18505,21,i13_21_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_21_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_21,3,5.09524,0.15725,21,i13_21_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_21_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_21,4,4.72093,0.1554,21,i13_21_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_21_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_21,5,3.4761900000000003,0.12251,21,i13_21_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_22_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_22,1,5.42857,0.13529,22,i13_22_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_22_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_22,2,4.78049,0.15622,22,i13_22_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_22_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_22,3,3.97674,0.14519,22,i13_22_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_22_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_22,4,2.93023,0.14484,22,i13_22_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_22_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_22,5,2.4186,0.1052099999999999,22,i13_22_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_23_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_23,1,5.65116,0.20243,23,i13_23_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_23_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_23,2,5.39535,0.18933,23,i13_23_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_23_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_23,3,5.45,0.1367,23,i13_23_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_23_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_23,4,5.04651,0.16429,23,i13_23_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_23_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_23,5,5.2093,0.13383,23,i13_23_5.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_24_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_24,1,5.44186,0.18104,24,i13_24_1.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_24_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_24,2,5.19048,0.1438,24,i13_24_2.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_24_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_24,3,4.39535,0.12797,24,i13_24_3.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_24_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_24,4,3.86047,0.14177,24,i13_24_4.bmp,train
TID2013,I13,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i13_24_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I13.BMP,type_24,5,2.88095,0.09644,24,i13_24_5.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I14_01_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_01,1,5.89189,0.15185,01,I14_01_1.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_01_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_01,2,5.69444,0.1350599999999999,01,i14_01_2.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_01_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_01,3,4.77778,0.13095,01,i14_01_3.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_01_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_01,4,4.31429,0.11967,01,i14_01_4.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_01_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_01,5,3.75,0.11369,01,i14_01_5.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_02_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_02,1,5.97297,0.15519,02,i14_02_1.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_02_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_02,2,5.91667,0.15897,02,i14_02_2.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_02_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_02,3,5.7714300000000005,0.12832,02,i14_02_3.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_02_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_02,4,5.13889,0.11885,02,i14_02_4.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_02_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_02,5,4.52778,0.11444,02,i14_02_5.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_03_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_03,1,5.19444,0.1231,03,i14_03_1.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_03_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_03,2,4.43243,0.12409,03,i14_03_2.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_03_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_03,3,3.77778,0.12491,03,i14_03_3.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_03_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_03,4,3.08333,0.10668,03,i14_03_4.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_03_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_03,5,2.59459,0.11756,03,i14_03_5.bmp,train
TID2013,I14,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i14_04_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I14.BMP,type_04,1,6.028569999999999,0.17836,04,i14_04_1.bmp,train
