dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split
TID2013,i09_23_2,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_23_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_23,NA,2,6.28125,holdout
TID2013,i09_23_3,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_23_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_23,NA,3,6.0303,holdout
TID2013,i09_23_4,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_23_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_23,NA,4,4.8125,holdout
TID2013,i09_23_5,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_23_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_23,NA,5,2.875,holdout
TID2013,i09_24_1,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_24_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_24,NA,1,5.75,holdout
TID2013,i09_24_2,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_24_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_24,NA,2,5.09375,holdout
TID2013,i09_24_3,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_24_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_24,NA,3,3.75,holdout
TID2013,i09_24_4,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_24_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_24,NA,4,2.0303,holdout
TID2013,i09_24_5,I09,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i09_24_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I09.BMP,type_24,NA,5,0.2424199999999999,holdout
TID2013,I10_01_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I10_01_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_01,NA,1,5.71795,train
TID2013,i10_01_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_01_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_01,NA,2,5.43243,train
TID2013,i10_01_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_01_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_01,NA,3,4.74359,train
TID2013,i10_01_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_01_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_01,NA,4,4.53846,train
TID2013,i10_01_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_01_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_01,NA,5,3.81579,train
TID2013,i10_02_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_02_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_02,NA,1,6.05405,train
TID2013,i10_02_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_02_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_02,NA,2,5.83784,train
TID2013,i10_02_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_02_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_02,NA,3,5.76923,train
TID2013,i10_02_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_02_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_02,NA,4,5.52632,train
TID2013,i10_02_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_02_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_02,NA,5,4.72973,train
TID2013,i10_03_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_03_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_03,NA,1,5.05405,train
TID2013,i10_03_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_03_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_03,NA,2,4.36111,train
TID2013,i10_03_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_03_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_03,NA,3,4.02564,train
TID2013,i10_03_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_03_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_03,NA,4,3.30769,train
TID2013,i10_03_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_03_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_03,NA,5,2.92308,train
TID2013,i10_04_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_04_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_04,NA,1,6.076919999999999,train
TID2013,i10_04_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_04_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_04,NA,2,5.11111,train
TID2013,i10_04_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_04_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_04,NA,3,5.15789,train
TID2013,i10_04_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_04_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_04,NA,4,4.76923,train
TID2013,i10_04_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_04_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_04,NA,5,4.23077,train
TID2013,i10_05_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_05_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_05,NA,1,6.05128,train
TID2013,i10_05_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_05_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_05,NA,2,5.79487,train
TID2013,i10_05_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_05_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_05,NA,3,5.17949,train
TID2013,i10_05_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_05_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_05,NA,4,4.3947400000000005,train
TID2013,i10_05_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_05_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_05,NA,5,3.34211,train
TID2013,i10_06_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_06_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_06,NA,1,5.15789,train
TID2013,i10_06_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_06_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_06,NA,2,4.64865,train
TID2013,i10_06_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_06_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_06,NA,3,4.57895,train
TID2013,i10_06_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_06_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_06,NA,4,3.84211,train
TID2013,i10_06_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_06_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_06,NA,5,3.40541,train
TID2013,i10_07_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_07_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_07,NA,1,5.54054,train
TID2013,i10_07_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_07_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_07,NA,2,5.02564,train
TID2013,i10_07_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_07_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_07,NA,3,4.46154,train
TID2013,i10_07_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_07_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_07,NA,4,4.0,train
TID2013,i10_07_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_07_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_07,NA,5,3.05263,train
TID2013,i10_08_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_08_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_08,NA,1,5.97368,train
TID2013,i10_08_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_08_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_08,NA,2,5.30769,train
TID2013,i10_08_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_08_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_08,NA,3,4.35135,train
TID2013,i10_08_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_08_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_08,NA,4,3.5,train
TID2013,i10_08_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_08_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_08,NA,5,2.78947,train
TID2013,i10_09_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_09_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_09,NA,1,5.97436,train
TID2013,i10_09_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_09_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_09,NA,2,5.69231,train
TID2013,i10_09_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_09_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_09,NA,3,5.17949,train
TID2013,i10_09_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_09_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_09,NA,4,3.81579,train
TID2013,i10_09_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_09_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_09,NA,5,2.28205,train
TID2013,i10_10_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_10_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_10,NA,1,5.86842,train
TID2013,i10_10_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_10_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_10,NA,2,5.81579,train
TID2013,i10_10_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_10_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_10,NA,3,5.2051300000000005,train
TID2013,i10_10_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_10_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_10,NA,4,3.64103,train
TID2013,i10_10_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_10_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_10,NA,5,2.4359,train
TID2013,I10_11_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I10_11_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_11,NA,1,5.15385,train
TID2013,i10_11_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_11_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_11,NA,2,4.46154,train
TID2013,i10_11_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_11_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_11,NA,3,3.615380000000001,train
TID2013,i10_11_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_11_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_11,NA,4,2.18421,train
TID2013,i10_11_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_11_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_11,NA,5,1.23684,train
TID2013,i10_12_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_12_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_12,NA,1,4.76923,train
TID2013,i10_12_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_12_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_12,NA,2,5.84211,train
TID2013,i10_12_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_12_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_12,NA,3,4.923080000000001,train
TID2013,i10_12_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_12_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_12,NA,4,4.052630000000001,train
TID2013,i10_12_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_12_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_12,NA,5,2.68421,train
TID2013,I10_13_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I10_13_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_13,NA,1,5.78947,train
TID2013,i10_13_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_13_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_13,NA,2,3.92105,train
TID2013,i10_13_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_13_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_13,NA,3,3.42105,train
TID2013,i10_13_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_13_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_13,NA,4,2.68421,train
TID2013,i10_13_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_13_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_13,NA,5,2.89744,train
TID2013,i10_14_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_14_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_14,NA,1,5.82051,train
TID2013,i10_14_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_14_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_14,NA,2,6.15385,train
TID2013,i10_14_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_14_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_14,NA,3,5.552630000000001,train
TID2013,i10_14_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_14_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_14,NA,4,4.27027,train
TID2013,i10_14_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_14_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_14,NA,5,3.84211,train
TID2013,i10_15_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_15_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_15,NA,1,3.07895,train
TID2013,i10_15_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_15_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_15,NA,2,3.23077,train
TID2013,i10_15_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_15_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_15,NA,3,3.615380000000001,train
TID2013,i10_15_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_15_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_15,NA,4,3.3684199999999995,train
TID2013,i10_15_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_15_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_15,NA,5,4.17949,train
TID2013,i10_16_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_16_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_16,NA,1,6.12821,train
TID2013,i10_16_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_16_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_16,NA,2,6.10256,train
TID2013,i10_16_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_16_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_16,NA,3,6.02564,train
TID2013,i10_16_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_16_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_16,NA,4,5.57895,train
TID2013,i10_16_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_16_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_16,NA,5,5.12821,train
TID2013,i10_17_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_17_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_17,NA,1,5.71053,train
TID2013,i10_17_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_17_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_17,NA,2,6.589739999999999,train
TID2013,i10_17_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_17_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_17,NA,3,4.56757,train
TID2013,i10_17_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_17_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_17,NA,4,6.5641,train
TID2013,i10_17_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_17_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_17,NA,5,3.69231,train
TID2013,i10_18_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_18_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_18,NA,1,4.51282,train
TID2013,i10_18_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_18_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_18,NA,2,4.076919999999999,train
TID2013,i10_18_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_18_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_18,NA,3,3.82051,train
TID2013,i10_18_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_18_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_18,NA,4,3.631580000000001,train
TID2013,i10_18_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_18_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_18,NA,5,3.31579,train
TID2013,i10_19_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_19_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_19,NA,1,5.57895,train
TID2013,i10_19_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_19_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_19,NA,2,5.42105,train
TID2013,i10_19_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_19_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_19,NA,3,4.675680000000001,train
TID2013,i10_19_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_19_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_19,NA,4,4.21622,train
TID2013,i10_19_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_19_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_19,NA,5,3.87179,train
TID2013,i10_20_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_20_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_20,NA,1,5.84615,train
TID2013,i10_20_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_20_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_20,NA,2,5.38462,train
TID2013,i10_20_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_20_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_20,NA,3,4.4359,train
TID2013,i10_20_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_20_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_20,NA,4,3.57895,train
TID2013,i10_20_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_20_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_20,NA,5,2.86486,train
TID2013,i10_21_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_21_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_21,NA,1,5.5,train
TID2013,i10_21_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_21_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_21,NA,2,5.17949,train
TID2013,i10_21_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_21_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_21,NA,3,4.25641,train
TID2013,i10_21_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_21_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_21,NA,4,3.76923,train
TID2013,i10_21_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_21_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_21,NA,5,2.51282,train
TID2013,i10_22_1,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_22_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_22,NA,1,5.97368,train
TID2013,i10_22_2,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_22_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_22,NA,2,4.87179,train
TID2013,i10_22_3,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_22_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_22,NA,3,4.48649,train
TID2013,i10_22_4,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_22_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_22,NA,4,4.02778,train
TID2013,i10_22_5,I10,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i10_22_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I10.BMP,type_22,NA,5,3.25641,train
