dataset,image_id,ref_id,distortion_type,severity_or_level,distorted_path,group
KADID-10k,I45_24_03,I45,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_03.png,HF/sharpen
KADID-10k,I45_24_04,I45,High sharpen,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_04.png,HF/sharpen
KADID-10k,I45_24_05,I45,High sharpen,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_05.png,HF/sharpen
KADID-10k,I45_13_01,I45,Impulse noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_13_01.png,noise
KADID-10k,I45_13_02,I45,Impulse noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_13_02.png,noise
KADID-10k,I45_13_04,I45,Impulse noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_13_04.png,noise
KADID-10k,I45_10_02,I45,JPEG,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_10_02.png,other
KADID-10k,I45_10_03,I45,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_10_03.png,other
KADID-10k,I45_10_04,I45,JPEG,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_10_04.png,other
KADID-10k,I45_10_05,I45,JPEG,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_10_05.png,other
KADID-10k,I45_09_01,I45,JPEG2000,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_09_01.png,other
KADID-10k,I45_09_05,I45,JPEG2000,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_09_05.png,other
KADID-10k,I45_19_05,I45,Jitter,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_19_05.png,other
KADID-10k,I45_02_03,I45,Lens blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_02_03.png,blur
KADID-10k,I45_02_05,I45,Lens blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_02_05.png,blur
KADID-10k,I45_18_02,I45,Mean shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_18_02.png,other
KADID-10k,I45_18_04,I45,Mean shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_18_04.png,other
KADID-10k,I45_18_05,I45,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_18_05.png,other
KADID-10k,I45_03_02,I45,Motion blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_03_02.png,blur
KADID-10k,I45_03_03,I45,Motion blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_03_03.png,blur
KADID-10k,I45_03_04,I45,Motion blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_03_04.png,blur
KADID-10k,I45_03_05,I45,Motion blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_03_05.png,blur
KADID-10k,I45_14_01,I45,Multiplicative noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_14_01.png,noise
KADID-10k,I45_14_02,I45,Multiplicative noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_14_02.png,noise
KADID-10k,I45_14_05,I45,Multiplicative noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_14_05.png,noise
KADID-10k,I45_21_01,I45,Pixelate,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_01.png,other
KADID-10k,I45_21_03,I45,Pixelate,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_03.png,other
KADID-10k,I45_21_05,I45,Pixelate,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_05.png,other
KADID-10k,I45_22_02,I45,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_02.png,other
KADID-10k,I45_22_03,I45,Quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_03.png,other
KADID-10k,I45_22_05,I45,Quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_05.png,other
KADID-10k,I45_11_01,I45,White noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_11_01.png,noise
KADID-10k,I45_11_03,I45,White noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_11_03.png,noise
KADID-10k,I45_11_05,I45,White noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_11_05.png,noise
KADID-10k,I45_12_04,I45,White noise in color component,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_12_04.png,noise
KADID-10k,I45_12_05,I45,White noise in color component,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_12_05.png,noise
KADID-10k,I46_16_05,I46,Brighten,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_16_05.png,other
KADID-10k,I46_23_02,I46,Color block,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_23_02.png,other
KADID-10k,I46_04_02,I46,Color diffusion,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_02.png,other
KADID-10k,I46_04_03,I46,Color diffusion,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_03.png,other
KADID-10k,I46_04_04,I46,Color diffusion,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_04.png,other
KADID-10k,I46_04_05,I46,Color diffusion,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_05.png,other
KADID-10k,I46_06_03,I46,Color quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_06_03.png,other
KADID-10k,I46_06_04,I46,Color quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_06_04.png,other
KADID-10k,I46_07_04,I46,Color saturation 1,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_07_04.png,other
KADID-10k,I46_08_01,I46,Color saturation 2,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_01.png,other
KADID-10k,I46_08_02,I46,Color saturation 2,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_02.png,other
KADID-10k,I46_08_04,I46,Color saturation 2,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_04.png,other
KADID-10k,I46_08_05,I46,Color saturation 2,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_05.png,other
KADID-10k,I46_05_01,I46,Color shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_01.png,other
KADID-10k,I46_05_02,I46,Color shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_02.png,other
KADID-10k,I46_05_03,I46,Color shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_03.png,other
KADID-10k,I46_05_05,I46,Color shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_05.png,other
KADID-10k,I46_25_01,I46,Contrast change,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_25_01.png,other
KADID-10k,I46_25_05,I46,Contrast change,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_25_05.png,other
KADID-10k,I46_17_01,I46,Darken,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_17_01.png,other
KADID-10k,I46_17_02,I46,Darken,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_17_02.png,other
KADID-10k,I46_17_03,I46,Darken,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_17_03.png,other
KADID-10k,I46_15_02,I46,Denoise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_15_02.png,noise
KADID-10k,I46_15_04,I46,Denoise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_15_04.png,noise
KADID-10k,I46_01_01,I46,Gaussian blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_01_01.png,blur
KADID-10k,I46_01_02,I46,Gaussian blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_01_02.png,blur
KADID-10k,I46_24_01,I46,High sharpen,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_24_01.png,HF/sharpen
KADID-10k,I46_24_02,I46,High sharpen,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_24_02.png,HF/sharpen
KADID-10k,I46_24_03,I46,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_24_03.png,HF/sharpen
KADID-10k,I46_13_02,I46,Impulse noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_13_02.png,noise
KADID-10k,I46_13_03,I46,Impulse noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_13_03.png,noise
KADID-10k,I46_13_04,I46,Impulse noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_13_04.png,noise
KADID-10k,I46_13_05,I46,Impulse noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_13_05.png,noise
KADID-10k,I46_10_01,I46,JPEG,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_01.png,other
KADID-10k,I46_10_02,I46,JPEG,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_02.png,other
KADID-10k,I46_10_03,I46,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_03.png,other
KADID-10k,I46_10_04,I46,JPEG,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_04.png,other
KADID-10k,I46_09_02,I46,JPEG2000,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_02.png,other
KADID-10k,I46_09_04,I46,JPEG2000,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_04.png,other
KADID-10k,I46_09_05,I46,JPEG2000,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_05.png,other
KADID-10k,I46_19_01,I46,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_19_01.png,other
KADID-10k,I46_19_03,I46,Jitter,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_19_03.png,other
KADID-10k,I46_18_03,I46,Mean shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_18_03.png,other
KADID-10k,I46_18_04,I46,Mean shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_18_04.png,other
KADID-10k,I46_18_05,I46,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_18_05.png,other
KADID-10k,I46_03_01,I46,Motion blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_01.png,blur
KADID-10k,I46_03_02,I46,Motion blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_02.png,blur
KADID-10k,I46_03_04,I46,Motion blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_04.png,blur
KADID-10k,I46_14_04,I46,Multiplicative noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_14_04.png,noise
KADID-10k,I46_14_05,I46,Multiplicative noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_14_05.png,noise
KADID-10k,I46_20_02,I46,Non-eccentricity patch,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_20_02.png,other
KADID-10k,I46_20_04,I46,Non-eccentricity patch,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_20_04.png,other
KADID-10k,I46_20_05,I46,Non-eccentricity patch,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_20_05.png,other
KADID-10k,I46_21_03,I46,Pixelate,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_21_03.png,other
KADID-10k,I46_21_05,I46,Pixelate,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_21_05.png,other
KADID-10k,I46_22_01,I46,Quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_22_01.png,other
KADID-10k,I46_22_02,I46,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_22_02.png,other
KADID-10k,I46_22_03,I46,Quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_22_03.png,other
KADID-10k,I46_22_04,I46,Quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_22_04.png,other
KADID-10k,I46_11_01,I46,White noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_11_01.png,noise
KADID-10k,I46_11_04,I46,White noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_11_04.png,noise
KADID-10k,I46_11_05,I46,White noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_11_05.png,noise
KADID-10k,I46_12_03,I46,White noise in color component,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_12_03.png,noise
KADID-10k,I46_12_04,I46,White noise in color component,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_12_04.png,noise
KADID-10k,I46_12_05,I46,White noise in color component,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_12_05.png,noise
KADID-10k,I65_16_01,I65,Brighten,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_16_01.png,other
KADID-10k,I65_16_02,I65,Brighten,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_16_02.png,other
KADID-10k,I65_16_05,I65,Brighten,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_16_05.png,other
KADID-10k,I65_23_01,I65,Color block,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_23_01.png,other
KADID-10k,I65_23_02,I65,Color block,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_23_02.png,other
KADID-10k,I65_23_03,I65,Color block,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_23_03.png,other
KADID-10k,I65_23_05,I65,Color block,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_23_05.png,other
KADID-10k,I65_04_01,I65,Color diffusion,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_04_01.png,other
KADID-10k,I65_04_04,I65,Color diffusion,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_04_04.png,other
KADID-10k,I65_06_04,I65,Color quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_06_04.png,other
KADID-10k,I65_07_03,I65,Color saturation 1,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_07_03.png,other
KADID-10k,I65_07_04,I65,Color saturation 1,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_07_04.png,other
KADID-10k,I65_08_02,I65,Color saturation 2,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_08_02.png,other
KADID-10k,I65_08_03,I65,Color saturation 2,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_08_03.png,other
KADID-10k,I65_08_05,I65,Color saturation 2,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_08_05.png,other
KADID-10k,I65_05_01,I65,Color shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_05_01.png,other
KADID-10k,I65_05_04,I65,Color shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_05_04.png,other
KADID-10k,I65_05_05,I65,Color shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_05_05.png,other
KADID-10k,I65_25_02,I65,Contrast change,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_25_02.png,other
KADID-10k,I65_17_01,I65,Darken,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_17_01.png,other
KADID-10k,I65_17_02,I65,Darken,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_17_02.png,other
KADID-10k,I65_17_04,I65,Darken,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_17_04.png,other
KADID-10k,I65_15_03,I65,Denoise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_15_03.png,noise
KADID-10k,I65_15_05,I65,Denoise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_15_05.png,noise
KADID-10k,I65_01_01,I65,Gaussian blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_01_01.png,blur
KADID-10k,I65_01_04,I65,Gaussian blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_01_04.png,blur
KADID-10k,I65_01_05,I65,Gaussian blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_01_05.png,blur
KADID-10k,I65_24_01,I65,High sharpen,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_24_01.png,HF/sharpen
KADID-10k,I65_24_03,I65,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_24_03.png,HF/sharpen
KADID-10k,I65_24_04,I65,High sharpen,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_24_04.png,HF/sharpen
KADID-10k,I65_13_04,I65,Impulse noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_13_04.png,noise
KADID-10k,I65_10_03,I65,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_10_03.png,other
KADID-10k,I65_10_04,I65,JPEG,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_10_04.png,other
KADID-10k,I65_09_04,I65,JPEG2000,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_09_04.png,other
KADID-10k,I65_09_05,I65,JPEG2000,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_09_05.png,other
KADID-10k,I65_19_01,I65,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_19_01.png,other
KADID-10k,I65_19_04,I65,Jitter,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_19_04.png,other
KADID-10k,I65_19_05,I65,Jitter,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_19_05.png,other
KADID-10k,I65_02_01,I65,Lens blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_02_01.png,blur
KADID-10k,I65_02_04,I65,Lens blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_02_04.png,blur
KADID-10k,I65_02_05,I65,Lens blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_02_05.png,blur
KADID-10k,I65_18_01,I65,Mean shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_18_01.png,other
KADID-10k,I65_18_03,I65,Mean shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_18_03.png,other
KADID-10k,I65_18_05,I65,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_18_05.png,other
KADID-10k,I65_03_01,I65,Motion blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_03_01.png,blur
KADID-10k,I65_03_05,I65,Motion blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_03_05.png,blur
KADID-10k,I65_14_02,I65,Multiplicative noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_14_02.png,noise
KADID-10k,I65_20_01,I65,Non-eccentricity patch,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_20_01.png,other
KADID-10k,I65_20_03,I65,Non-eccentricity patch,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_20_03.png,other
KADID-10k,I65_20_04,I65,Non-eccentricity patch,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_20_04.png,other
KADID-10k,I65_21_01,I65,Pixelate,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_21_01.png,other
KADID-10k,I65_21_04,I65,Pixelate,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_21_04.png,other
KADID-10k,I65_22_01,I65,Quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_22_01.png,other
KADID-10k,I65_22_02,I65,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_22_02.png,other
KADID-10k,I65_22_03,I65,Quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_22_03.png,other
KADID-10k,I65_22_04,I65,Quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_22_04.png,other
KADID-10k,I65_22_05,I65,Quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_22_05.png,other
KADID-10k,I65_11_02,I65,White noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_11_02.png,noise
KADID-10k,I65_11_03,I65,White noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_11_03.png,noise
KADID-10k,I65_11_04,I65,White noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_11_04.png,noise
KADID-10k,I65_12_02,I65,White noise in color component,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_12_02.png,noise
KADID-10k,I65_12_05,I65,White noise in color component,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I65_12_05.png,noise
KADID-10k,I74_16_01,I74,Brighten,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_16_01.png,other
KADID-10k,I74_16_04,I74,Brighten,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_16_04.png,other
KADID-10k,I74_23_02,I74,Color block,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_23_02.png,other
KADID-10k,I74_23_03,I74,Color block,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_23_03.png,other
KADID-10k,I74_23_05,I74,Color block,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_23_05.png,other
KADID-10k,I74_04_03,I74,Color diffusion,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_04_03.png,other
KADID-10k,I74_04_04,I74,Color diffusion,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_04_04.png,other
KADID-10k,I74_06_03,I74,Color quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_06_03.png,other
KADID-10k,I74_06_05,I74,Color quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_06_05.png,other
KADID-10k,I74_07_02,I74,Color saturation 1,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_07_02.png,other
KADID-10k,I74_08_02,I74,Color saturation 2,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_08_02.png,other
KADID-10k,I74_05_03,I74,Color shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_05_03.png,other
KADID-10k,I74_05_05,I74,Color shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_05_05.png,other
KADID-10k,I74_25_01,I74,Contrast change,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_25_01.png,other
KADID-10k,I74_25_02,I74,Contrast change,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_25_02.png,other
KADID-10k,I74_25_04,I74,Contrast change,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_25_04.png,other
KADID-10k,I74_25_05,I74,Contrast change,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_25_05.png,other
KADID-10k,I74_17_01,I74,Darken,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_17_01.png,other
KADID-10k,I74_17_05,I74,Darken,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_17_05.png,other
KADID-10k,I74_15_01,I74,Denoise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_15_01.png,noise
KADID-10k,I74_15_04,I74,Denoise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_15_04.png,noise
KADID-10k,I74_01_03,I74,Gaussian blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_01_03.png,blur
KADID-10k,I74_01_04,I74,Gaussian blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_01_04.png,blur
KADID-10k,I74_01_05,I74,Gaussian blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_01_05.png,blur
KADID-10k,I74_13_01,I74,Impulse noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_13_01.png,noise
KADID-10k,I74_13_03,I74,Impulse noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_13_03.png,noise
KADID-10k,I74_13_05,I74,Impulse noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_13_05.png,noise
KADID-10k,I74_10_01,I74,JPEG,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_10_01.png,other
KADID-10k,I74_10_03,I74,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_10_03.png,other
KADID-10k,I74_10_04,I74,JPEG,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_10_04.png,other
KADID-10k,I74_09_02,I74,JPEG2000,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_09_02.png,other
KADID-10k,I74_19_01,I74,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_19_01.png,other
KADID-10k,I74_19_02,I74,Jitter,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_19_02.png,other
KADID-10k,I74_19_03,I74,Jitter,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_19_03.png,other
KADID-10k,I74_19_05,I74,Jitter,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_19_05.png,other
KADID-10k,I74_02_01,I74,Lens blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_02_01.png,blur
KADID-10k,I74_02_04,I74,Lens blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_02_04.png,blur
KADID-10k,I74_18_01,I74,Mean shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_18_01.png,other
KADID-10k,I74_18_05,I74,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_18_05.png,other
KADID-10k,I74_03_02,I74,Motion blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_03_02.png,blur
KADID-10k,I74_03_03,I74,Motion blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_03_03.png,blur
KADID-10k,I74_14_01,I74,Multiplicative noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_14_01.png,noise
KADID-10k,I74_14_02,I74,Multiplicative noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_14_02.png,noise
KADID-10k,I74_14_03,I74,Multiplicative noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_14_03.png,noise
KADID-10k,I74_14_04,I74,Multiplicative noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_14_04.png,noise
KADID-10k,I74_20_01,I74,Non-eccentricity patch,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_20_01.png,other
KADID-10k,I74_20_02,I74,Non-eccentricity patch,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_20_02.png,other
KADID-10k,I74_20_04,I74,Non-eccentricity patch,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_20_04.png,other
KADID-10k,I74_21_01,I74,Pixelate,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_21_01.png,other
KADID-10k,I74_21_02,I74,Pixelate,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_21_02.png,other
KADID-10k,I74_21_03,I74,Pixelate,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_21_03.png,other
KADID-10k,I74_21_04,I74,Pixelate,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_21_04.png,other
KADID-10k,I74_21_05,I74,Pixelate,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_21_05.png,other
KADID-10k,I74_22_01,I74,Quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_22_01.png,other
KADID-10k,I74_22_02,I74,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_22_02.png,other
KADID-10k,I74_22_05,I74,Quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_22_05.png,other
KADID-10k,I74_11_01,I74,White noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_11_01.png,noise
KADID-10k,I74_11_03,I74,White noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_11_03.png,noise
KADID-10k,I74_11_05,I74,White noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I74_11_05.png,noise
