dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,distortion_code,distorted_id,distorted_filename,ref_filename,dmos_variance
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,White noise in color component,4,2.3,12,I53_12_04,I53_12_04.png,I53.png,0.69
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,White noise in color component,5,2.2,12,I53_12_05,I53_12_05.png,I53.png,0.702
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Impulse noise,1,3.43,13,I53_13_01,I53_13_01.png,I53.png,0.989
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Impulse noise,2,2.47,13,I53_13_02,I53_13_02.png,I53.png,0.806
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Impulse noise,3,2.53,13,I53_13_03,I53_13_03.png,I53.png,0.763
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Impulse noise,4,2.3,13,I53_13_04,I53_13_04.png,I53.png,0.781
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Impulse noise,5,2.07,13,I53_13_05,I53_13_05.png,I53.png,0.629
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Multiplicative noise,1,4.47,14,I53_14_01,I53_14_01.png,I53.png,0.806
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Multiplicative noise,2,3.23,14,I53_14_02,I53_14_02.png,I53.png,0.761
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Multiplicative noise,3,3.07,14,I53_14_03,I53_14_03.png,I53.png,0.772
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Multiplicative noise,4,2.67,14,I53_14_04,I53_14_04.png,I53.png,0.537
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Multiplicative noise,5,1.97,14,I53_14_05,I53_14_05.png,I53.png,0.706
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Denoise,1,3.7,15,I53_15_01,I53_15_01.png,I53.png,1.005
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Denoise,2,2.63,15,I53_15_02,I53_15_02.png,I53.png,0.795
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Denoise,3,1.93,15,I53_15_03,I53_15_03.png,I53.png,0.68
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Denoise,4,1.57,15,I53_15_04,I53_15_04.png,I53.png,0.559
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Denoise,5,1.57,15,I53_15_05,I53_15_05.png,I53.png,0.559
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Brighten,1,4.6,16,I53_16_01,I53_16_01.png,I53.png,0.554
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Brighten,2,4.37,16,I53_16_02,I53_16_02.png,I53.png,0.547
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Brighten,3,3.6,16,I53_16_03,I53_16_03.png,I53.png,0.879
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Brighten,4,2.63,16,I53_16_04,I53_16_04.png,I53.png,0.912
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Brighten,5,1.73,16,I53_16_05,I53_16_05.png,I53.png,0.68
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Darken,1,4.83,17,I53_17_01,I53_17_01.png,I53.png,0.373
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Darken,2,4.6,17,I53_17_02,I53_17_02.png,I53.png,0.49
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Darken,3,4.53,17,I53_17_03,I53_17_03.png,I53.png,0.67
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Darken,4,3.93,17,I53_17_04,I53_17_04.png,I53.png,0.512
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Darken,5,2.4,17,I53_17_05,I53_17_05.png,I53.png,0.987
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Mean shift,1,4.2,18,I53_18_01,I53_18_01.png,I53.png,0.542
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Mean shift,2,4.67,18,I53_18_02,I53_18_02.png,I53.png,0.471
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Mean shift,3,4.8,18,I53_18_03,I53_18_03.png,I53.png,0.6
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Mean shift,4,4.57,18,I53_18_04,I53_18_04.png,I53.png,0.496
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Mean shift,5,3.87,18,I53_18_05,I53_18_05.png,I53.png,0.718
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Jitter,1,4.59,19,I53_19_01,I53_19_01.png,I53.png,0.551
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Jitter,2,4.27,19,I53_19_02,I53_19_02.png,I53.png,0.68
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Jitter,3,3.33,19,I53_19_03,I53_19_03.png,I53.png,0.789
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Jitter,4,1.83,19,I53_19_04,I53_19_04.png,I53.png,0.778
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Jitter,5,1.33,19,I53_19_05,I53_19_05.png,I53.png,0.471
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Non-eccentricity patch,1,3.77,20,I53_20_01,I53_20_01.png,I53.png,0.92
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Non-eccentricity patch,2,4.13,20,I53_20_02,I53_20_02.png,I53.png,0.921
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Non-eccentricity patch,3,3.47,20,I53_20_03,I53_20_03.png,I53.png,0.991
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Non-eccentricity patch,4,2.8,20,I53_20_04,I53_20_04.png,I53.png,1.222
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Non-eccentricity patch,5,2.77,20,I53_20_05,I53_20_05.png,I53.png,0.92
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Pixelate,1,3.37,21,I53_21_01,I53_21_01.png,I53.png,1.016
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Pixelate,2,3.07,21,I53_21_02,I53_21_02.png,I53.png,0.814
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Pixelate,3,2.93,21,I53_21_03,I53_21_03.png,I53.png,0.892
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Pixelate,4,2.9,21,I53_21_04,I53_21_04.png,I53.png,0.831
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Pixelate,5,1.47,21,I53_21_05,I53_21_05.png,I53.png,0.562
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Quantization,1,3.47,22,I53_22_01,I53_22_01.png,I53.png,1.118
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Quantization,2,3.27,22,I53_22_02,I53_22_02.png,I53.png,1.123
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Quantization,3,2.87,22,I53_22_03,I53_22_03.png,I53.png,1.07
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Quantization,4,2.83,22,I53_22_04,I53_22_04.png,I53.png,1.067
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Quantization,5,2.47,22,I53_22_05,I53_22_05.png,I53.png,0.749
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Color block,1,3.33,23,I53_23_01,I53_23_01.png,I53.png,1.193
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Color block,2,2.07,23,I53_23_02,I53_23_02.png,I53.png,0.814
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Color block,3,2.57,23,I53_23_03,I53_23_03.png,I53.png,0.989
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Color block,4,2.37,23,I53_23_04,I53_23_04.png,I53.png,0.836
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Color block,5,1.9,23,I53_23_05,I53_23_05.png,I53.png,0.746
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,High sharpen,1,3.93,24,I53_24_01,I53_24_01.png,I53.png,0.854
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,High sharpen,2,2.6,24,I53_24_02,I53_24_02.png,I53.png,0.841
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,High sharpen,3,2.53,24,I53_24_03,I53_24_03.png,I53.png,0.846
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,High sharpen,4,1.43,24,I53_24_04,I53_24_04.png,I53.png,0.559
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,High sharpen,5,1.27,24,I53_24_05,I53_24_05.png,I53.png,0.442
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Contrast change,1,3.83,25,I53_25_01,I53_25_01.png,I53.png,0.898
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Contrast change,2,3.97,25,I53_25_02,I53_25_02.png,I53.png,0.782
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Contrast change,3,4.43,25,I53_25_03,I53_25_03.png,I53.png,0.616
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Contrast change,4,4.47,25,I53_25_04,I53_25_04.png,I53.png,0.562
KADID-10k,I53,/data/projectwork/swati_mam/kadid10k/images/I53_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I53.png,Contrast change,5,3.47,25,I53_25_05,I53_25_05.png,I53.png,0.718
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Gaussian blur,1,4.84,01,I54_01_01,I54_01_01.png,I54.png,0.368
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Gaussian blur,2,4.48,01,I54_01_02,I54_01_02.png,I54.png,0.615
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Gaussian blur,3,2.53,01,I54_01_03,I54_01_03.png,I54.png,0.763
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Gaussian blur,4,1.67,01,I54_01_04,I54_01_04.png,I54.png,0.537
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Gaussian blur,5,1.1,01,I54_01_05,I54_01_05.png,I54.png,0.3
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Lens blur,1,3.61,02,I54_02_01,I54_02_01.png,I54.png,0.83
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Lens blur,2,2.23,02,I54_02_02,I54_02_02.png,I54.png,0.844
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Lens blur,3,1.7,02,I54_02_03,I54_02_03.png,I54.png,0.586
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Lens blur,4,1.2,02,I54_02_04,I54_02_04.png,I54.png,0.4
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Lens blur,5,1.2,02,I54_02_05,I54_02_05.png,I54.png,0.4
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Motion blur,1,4.5,03,I54_03_01,I54_03_01.png,I54.png,0.5
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Motion blur,2,3.6,03,I54_03_02,I54_03_02.png,I54.png,0.952
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Motion blur,3,2.1,03,I54_03_03,I54_03_03.png,I54.png,0.87
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Motion blur,4,1.6,03,I54_03_04,I54_03_04.png,I54.png,0.554
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Motion blur,5,1.43,03,I54_03_05,I54_03_05.png,I54.png,0.616
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color diffusion,1,4.65,04,I54_04_01,I54_04_01.png,I54.png,0.478
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color diffusion,2,3.23,04,I54_04_02,I54_04_02.png,I54.png,0.989
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color diffusion,3,1.53,04,I54_04_03,I54_04_03.png,I54.png,0.618
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color diffusion,4,1.73,04,I54_04_04,I54_04_04.png,I54.png,0.814
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color diffusion,5,1.33,04,I54_04_05,I54_04_05.png,I54.png,0.471
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color shift,1,4.37,05,I54_05_01,I54_05_01.png,I54.png,0.706
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color shift,2,1.67,05,I54_05_02,I54_05_02.png,I54.png,0.596
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color shift,3,1.47,05,I54_05_03,I54_05_03.png,I54.png,0.562
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color shift,4,1.42,05,I54_05_04,I54_05_04.png,I54.png,0.493
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color shift,5,1.47,05,I54_05_05,I54_05_05.png,I54.png,0.562
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color quantization,1,4.27,06,I54_06_01,I54_06_01.png,I54.png,0.892
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color quantization,2,4.1,06,I54_06_02,I54_06_02.png,I54.png,0.978
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color quantization,3,4.07,06,I54_06_03,I54_06_03.png,I54.png,0.68
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color quantization,4,2.83,06,I54_06_04,I54_06_04.png,I54.png,0.898
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color quantization,5,2.4,06,I54_06_05,I54_06_05.png,I54.png,0.879
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 1,1,2.87,07,I54_07_01,I54_07_01.png,I54.png,0.921
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 1,2,2.13,07,I54_07_02,I54_07_02.png,I54.png,0.991
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 1,3,1.94,07,I54_07_03,I54_07_03.png,I54.png,0.669
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 1,4,2.23,07,I54_07_04,I54_07_04.png,I54.png,0.883
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 1,5,1.73,07,I54_07_05,I54_07_05.png,I54.png,0.727
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 2,1,4.77,08,I54_08_01,I54_08_01.png,I54.png,0.423
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 2,2,3.53,08,I54_08_02,I54_08_02.png,I54.png,0.991
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 2,3,2.83,08,I54_08_03,I54_08_03.png,I54.png,0.969
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 2,4,1.6,08,I54_08_04,I54_08_04.png,I54.png,0.554
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Color saturation 2,5,1.3,08,I54_08_05,I54_08_05.png,I54.png,0.526
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG2000,1,4.3,09,I54_09_01,I54_09_01.png,I54.png,0.823
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG2000,2,4.03,09,I54_09_02,I54_09_02.png,I54.png,0.836
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG2000,3,3.9,09,I54_09_03,I54_09_03.png,I54.png,0.943
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG2000,4,2.6,09,I54_09_04,I54_09_04.png,I54.png,1.052
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG2000,5,1.17,09,I54_09_05,I54_09_05.png,I54.png,0.373
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG,1,4.23,10,I54_10_01,I54_10_01.png,I54.png,0.667
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG,2,4.3,10,I54_10_02,I54_10_02.png,I54.png,0.586
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG,3,3.6,10,I54_10_03,I54_10_03.png,I54.png,0.917
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG,4,2.0,10,I54_10_04,I54_10_04.png,I54.png,0.816
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,JPEG,5,1.27,10,I54_10_05,I54_10_05.png,I54.png,0.512
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise,1,3.43,11,I54_11_01,I54_11_01.png,I54.png,0.616
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise,2,2.73,11,I54_11_02,I54_11_02.png,I54.png,0.929
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise,3,2.83,11,I54_11_03,I54_11_03.png,I54.png,0.898
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise,4,2.43,11,I54_11_04,I54_11_04.png,I54.png,0.716
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise,5,2.33,11,I54_11_05,I54_11_05.png,I54.png,0.83
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise in color component,1,4.38,12,I54_12_01,I54_12_01.png,I54.png,0.74
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise in color component,2,3.37,12,I54_12_02,I54_12_02.png,I54.png,0.836
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise in color component,3,2.8,12,I54_12_03,I54_12_03.png,I54.png,0.792
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise in color component,4,2.27,12,I54_12_04,I54_12_04.png,I54.png,0.727
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,White noise in color component,5,2.1,12,I54_12_05,I54_12_05.png,I54.png,0.651
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Impulse noise,1,3.37,13,I54_13_01,I54_13_01.png,I54.png,0.948
KADID-10k,I54,/data/projectwork/swati_mam/kadid10k/images/I54_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I54.png,Impulse noise,2,2.8,13,I54_13_02,I54_13_02.png,I54.png,1.013
