dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,D_WACV,PSNR,SSIM,NIQE,LPIPS
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Lens blur,4,1.4,2815.419189453125,21.246349890438033,0.5575104753176371,10.961145154067422,0.5362426042556763
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Lens blur,5,1.17,2819.896728515625,20.2467256269612,0.49879005551338196,10.775564281860818,0.6217603087425232
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,1,4.6,2805.393310546875,inf,1.0,3.9694927225204735,0.0
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,2,3.8,2805.372314453125,33.93411266171731,0.974928597609202,4.281989321271542,0.05088616535067558
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,3,2.53,2806.163330078125,26.975602755118686,0.8781874378522238,5.769464624341933,0.1835566610097885
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,4,1.9,2806.917236328125,25.01816711287459,0.8017159501711527,6.323552163690238,0.2264123260974884
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Motion blur,5,1.6,2809.489990234375,22.871972632512076,0.6848946611086527,10.39537257753647,0.32880517840385437
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,1,4.7,2806.477783203125,33.006606503843145,0.9676337838172913,4.086112808490557,0.048253998160362244
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,2,2.8,2810.677001953125,14.402490865080273,0.829660971959432,4.105762769409098,0.2172602117061615
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,3,1.5,2819.69189453125,8.841896248234871,0.5629518379767736,4.281530050587032,0.42762500047683716
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,4,1.6,2823.046875,7.730625402487288,0.48919298003117245,4.669185622647015,0.4809466004371643
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color diffusion,5,1.3,2828.752197265625,6.896655270296799,0.42436606126526993,5.395043441158519,0.5425266027450562
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,1,3.8,2806.4453125,27.88528447266808,0.960126260916392,4.477752870888476,0.05849916487932205
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,2,2.69,2807.900146484375,25.742474259684975,0.9423242807388306,4.57044734559462,0.11408433318138123
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,3,1.63,2806.555908203125,25.421025004970236,0.9413224458694458,3.510037837031582,0.13787195086479187
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,4,1.53,2807.559814453125,23.811972338587324,0.9276383320490519,3.6323096236466665,0.16701103746891022
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color shift,5,1.63,2807.280517578125,23.58790646553441,0.9289332826932272,3.79049029415903,0.17164365947246552
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,1,3.33,2811.513916015625,27.290139637876592,0.7676175038019816,12.382883501971909,0.175068661570549
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,2,3.0,2812.459716796875,26.623869224432113,0.7487138907114664,12.671972433695407,0.19824393093585968
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,3,2.5,2813.31689453125,24.162569803518362,0.7115183671315511,13.273369006144602,0.2466496080160141
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,4,2.47,2817.911376953125,21.385242638384977,0.5840625762939453,19.36493317391307,0.35620424151420593
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color quantization,5,1.53,2820.3349609375,17.773399754794045,0.47257248560587567,28.67770520338313,0.5021783113479614
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,1,2.93,2807.1181640625,22.348189423117088,0.9665896693865458,3.9425201758718065,0.09815626591444016
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,2,2.67,2808.859619140625,19.850256089292966,0.9443181157112122,3.93867419664107,0.19023187458515167
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,3,2.3,2810.456298828125,18.82251042934355,0.9318450490633646,3.851539215203668,0.24377912282943726
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,4,2.57,2812.035888671875,17.913241322164886,0.9187820752461752,3.7952397369283637,0.2964697480201721
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 1,5,1.93,2808.1650390625,17.5856850682638,0.8658792773882548,3.5626750258756004,0.3395884335041046
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,1,4.53,2805.393310546875,inf,1.0,3.9694927225204735,0.0
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,2,3.4,2806.1474609375,19.0281143977515,0.9108284910519918,3.8122913879466864,0.10317397862672806
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,3,2.63,2807.6650390625,13.926585210923202,0.7700815399487814,3.93862207997996,0.2358681708574295
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,4,1.37,2816.26318359375,8.94352598641479,0.49188558757305145,3.188981521764257,0.44461899995803833
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color saturation 2,5,1.3,2821.019775390625,7.77677782401658,0.4045146033167839,4.245886498609619,0.5216151475906372
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,1,4.5,2804.99462890625,36.78235070268335,0.9667118787765503,4.416842166841704,0.01529475674033165
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,2,4.47,2804.780029296875,31.787780347660647,0.9183787107467651,5.533532679619705,0.0662076324224472
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,3,3.23,2805.2861328125,29.26953786972507,0.8712632854779562,6.707843668258918,0.10871226340532303
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,4,2.03,2805.180419921875,25.2189006650037,0.7473054528236389,10.304472689500574,0.2845238745212555
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG2000,5,1.13,2807.154541015625,21.571498661224446,0.5808959205945333,11.749760581252854,0.5853676199913025
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,1,4.1,2805.4365234375,29.857127272132374,0.9042067329088846,4.310408939192981,0.04861311987042427
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,2,4.06,2805.1396484375,29.2266259326176,0.8919434150060018,4.614202556267418,0.06252644211053848
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,3,3.58,2806.5244140625,27.859625296890677,0.8602895140647888,4.827953516324169,0.10319623351097107
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,4,1.53,2809.509033203125,23.57889290085721,0.7040339708328247,7.941218769806325,0.3324725031852722
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,JPEG,5,1.13,2814.951416015625,21.181565477029856,0.6047115524609884,12.88874276913909,0.4548226594924927
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,1,3.97,2809.817626953125,30.067087233466605,0.7968771656354269,6.144449007363415,0.13542845845222473
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,2,3.17,2813.21435546875,27.094769945184144,0.6940444111824036,8.260362499778985,0.2057528793811798
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,3,2.67,2814.687255859375,25.373717309843133,0.6270661552747091,9.13821294605079,0.23975823819637299
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,4,2.4,2817.02490234375,23.194638471870974,0.5369251171747843,8.438923440894566,0.3214319348335266
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise,5,2.33,2819.308349609375,20.283742920382565,0.4162901242574056,12.17421105844655,0.4615729749202728
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,1,4.47,2807.413818359375,34.188414469567775,0.9018639922142029,4.388830502403491,0.061350855976343155
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,2,3.43,2811.61865234375,27.27132151767126,0.7101903359095255,7.08442699951355,0.20437400043010712
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,3,2.94,2815.463134765625,24.330251085525013,0.5959917306900024,8.265340653822145,0.3008260130882263
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,4,2.27,2818.107177734375,21.40512528412056,0.4753373364607493,9.788264337818083,0.4141237735748291
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,White noise in color component,5,2.23,2819.311279296875,19.678307339609468,0.4047559897104899,10.41811863968284,0.5213086009025574
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,1,3.37,2806.366943359375,34.75693573160435,0.9794316291809082,3.8555099962992467,0.0447515994310379
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,2,2.8,2809.692626953125,28.08958831674786,0.9059648315111796,6.245464586433445,0.17867977917194366
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,3,2.71,2813.544677734375,25.237290578356273,0.8275969425837199,8.516232617088846,0.2506416440010071
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,4,2.37,2817.17236328125,22.043251709477396,0.6977701981862386,11.570199593587224,0.36070138216018677
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Impulse noise,5,2.03,2818.222412109375,20.239532035014594,0.5964550971984863,15.2200508382564,0.4453918933868408
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,1,4.27,2807.07763671875,33.90854312580255,0.8785467743873596,6.05895813919688,0.07555341720581055
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,2,3.23,2812.00537109375,27.03050561906771,0.6871484319368998,8.880438321106878,0.22319301962852478
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,3,2.77,2814.32177734375,24.1198914317507,0.5864202777544657,9.670953701631145,0.30898317694664
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,4,2.3,2815.798583984375,21.268342513246623,0.4862300952275594,12.768727778989058,0.4308822751045227
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Multiplicative noise,5,1.73,2818.608154296875,17.585245717935585,0.3597349027792613,13.137339259656773,0.6374288201332092
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,1,3.6,2807.976318359375,27.822615628509052,0.8237863580385844,3.245623394956214,0.12391258776187897
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,2,2.27,2811.2138671875,24.97204658470121,0.7235576510429382,3.629938403727215,0.223118856549263
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,3,1.63,2813.23291015625,23.298975698403446,0.6532055139541626,4.193139641036536,0.29302099347114563
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,4,1.47,2816.00634765625,21.316873949705336,0.5204171637694041,4.547325694827599,0.4319170117378235
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Denoise,5,1.3,2818.155029296875,20.372839183795254,0.4151546160380046,5.47849635636099,0.5472320914268494
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,1,4.63,2806.424072265625,28.273076380834496,0.9938381314277649,4.082041014699882,0.004713318310678005
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,2,4.4,2807.273681640625,22.249156439942542,0.9776094555854797,4.160643885593409,0.018203891813755035
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,3,3.7,2809.142822265625,16.198639584133552,0.9175915718078613,4.602312993520484,0.07258699089288712
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,4,2.3,2812.88671875,11.54875379607696,0.7492118080457052,6.8721024973777745,0.2310151755809784
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Brighten,5,1.47,2818.25244140625,9.381323323822842,0.5711279114087423,12.453136412639653,0.42597150802612305
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,1,4.67,2804.829345703125,34.270842339782874,0.9981949329376221,3.926828089965659,0.0012234693858772516
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,2,4.63,2804.2314453125,28.077371110155596,0.9929107626279196,3.7848375902727542,0.0048538148403167725
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,3,4.17,2803.23388671875,22.1301927204633,0.9716061949729919,3.787126665897662,0.0172423142939806
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,4,3.97,2801.302490234375,16.071285717986687,0.8748390277226766,3.663938189587609,0.059937164187431335
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Darken,5,2.87,2806.6884765625,10.185578038371991,0.5460169414679209,3.851623051909391,0.19491983950138092
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,1,4.3,2807.013427734375,19.743210522738657,0.9564380248387655,4.620958831411739,0.0358816534280777
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,2,4.43,2805.861083984375,25.393552855614615,0.9885374903678894,4.173596730983033,0.00838830228894949
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,3,4.53,2805.393310546875,inf,1.0,3.9694927225204735,0.0
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,4,4.43,2806.544921875,28.333195452733243,0.9798354903856913,3.8599440854417697,0.0053306445479393005
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,5,4.03,2807.18212890625,22.479305994836643,0.9390367865562439,3.9680824826695766,0.019844649359583855
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,1,4.4,2804.865478515625,36.84730305010787,0.9922837813695272,3.7241447474832947,0.0025100146885961294
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,2,4.3,2805.935302734375,29.516183857976046,0.9688196380933126,3.7052920619746703,0.01742221973836422
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,3,2.9,2806.61767578125,26.666371710536126,0.9158581495285034,3.656920492512206,0.0891510471701622
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,4,1.57,2810.18603515625,22.836630192776184,0.729080339272817,7.044743077228845,0.3168261647224426
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,5,1.4,2817.708251953125,20.201574891478565,0.5327972769737244,12.18229928128432,0.5051817297935486
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,1,4.27,2805.51904296875,34.849167826205864,0.9858057697614034,4.018534031657129,0.010884377174079418
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,2,3.27,2805.206787109375,25.088174709387637,0.9294710755348206,3.9929893150765876,0.05531175434589386
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,3,2.67,2805.677490234375,24.906914387283603,0.9145482182502747,3.606741266907044,0.06464840471744537
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,4,3.13,2805.268798828125,27.574521699863045,0.9358783761660258,4.503348467616521,0.05060471594333649
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,5,2.07,2805.341064453125,23.781492567220297,0.8706887364387512,3.3204005729319013,0.10507195442914963
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,1,3.77,2805.256591796875,24.185101023399184,0.8392010529836019,3.8798625951342807,0.060916393995285034
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,2,2.43,2805.07275390625,22.86907358168825,0.7904817859331766,4.273603383196353,0.09645640105009079
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,3,2.6,2805.311279296875,23.141488891415463,0.8070815801620483,4.8436479731788555,0.12263718992471695
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,4,2.4,2807.32080078125,23.369241960015557,0.7946360309918722,7.794089558453159,0.1294805109500885
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,5,1.23,2809.009521484375,19.57906571646722,0.5956926345825195,21.58330288718435,0.3676099479198456
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,1,4.23,2808.113037109375,31.81654754058267,0.9501939415931702,3.262471162409057,0.023738697171211243
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,2,4.1,2808.428955078125,29.699326617173092,0.9302097161610922,3.5451788296065687,0.03469858318567276
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,3,3.73,2809.736572265625,27.82984789420814,0.9076660871505737,4.259849808687931,0.058919504284858704
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,4,3.3,2811.404541015625,25.52121184581396,0.8729852040608724,5.240749029212393,0.09069634228944778
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,5,2.47,2814.953857421875,22.873517729474038,0.823304017384847,6.389977403457231,0.13547183573246002
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,1,4.03,2805.128173828125,31.710733964802053,0.9853698015213013,3.852232218891626,0.028070634230971336
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,2,2.77,2806.126953125,26.037623424772786,0.9853968421618143,3.9265621937208683,0.023101773113012314
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,3,2.4,2807.09326171875,27.380918918916276,0.9869451920191447,3.9761179192824505,0.05322481691837311
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,4,1.97,2805.56689453125,26.108236750822353,0.9697357217470804,4.261493018376129,0.07219850271940231
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,5,1.97,2806.38671875,22.72605318531813,0.958172063032786,4.202621294916767,0.14169150590896606
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,1,3.4,2802.48876953125,23.34772354381157,0.88534943262736,4.3662694280666265,0.08196301758289337
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,2,2.53,2801.373046875,18.575665783651317,0.7527072032292684,5.181314942022296,0.16455817222595215
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,3,2.1,2801.02197265625,16.2493446243571,0.6545479496320089,5.501285321885457,0.22484692931175232
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,4,1.53,2802.137939453125,13.190849838702196,0.48727067311604816,5.76443906395512,0.34415382146835327
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,5,1.37,2805.823974609375,10.940360985028445,0.356287678082784,7.217514685444072,0.45824676752090454
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Contrast change,1,3.4,2808.3037109375,19.720680987921327,0.8894052505493164,4.388675740245172,0.07869675755500793
KADID-10k,I45,/data/projectwork/swati_mam/kadid10k/images/I45_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Contrast change,2,3.8,2805.689697265625,22.748646215822667,0.9432567556699117,4.160165128141745,0.04537642002105713
