dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split,distorted_path_original,group_B,EA_tsne_x,EA_tsne_y,EH_tsne_x,EH_tsne_y
KADID-10k,I45_18_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,,2.0,4.43,val,/data/projectwork/swati_mam/kadid10k/images/I45_18_02.png,other,-6.106907,24.878311,-0.9322728,23.255703
KADID-10k,I45_18_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,,3.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I45_18_03.png,other,-15.7640085,20.219696,0.023078794,23.933918
KADID-10k,I45_18_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,,4.0,4.43,val,/data/projectwork/swati_mam/kadid10k/images/I45_18_04.png,other,-7.871922,22.479212,-1.5797094,18.465006
KADID-10k,I45_18_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Mean shift,,5.0,4.03,val,/data/projectwork/swati_mam/kadid10k/images/I45_18_05.png,other,-4.5123425,-7.434947,-1.5280784,18.133396
KADID-10k,I45_19_01,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,,1.0,4.4,val,/data/projectwork/swati_mam/kadid10k/images/I45_19_01.png,other,-21.468779,17.251417,1.376016,24.479885
KADID-10k,I45_19_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,,2.0,4.3,val,/data/projectwork/swati_mam/kadid10k/images/I45_19_02.png,other,-27.589056,13.57717,0.20812935,22.422405
KADID-10k,I45_19_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,,3.0,2.9,val,/data/projectwork/swati_mam/kadid10k/images/I45_19_03.png,other,-33.70687,13.162602,-0.77303207,21.46576
KADID-10k,I45_19_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,,4.0,1.57,val,/data/projectwork/swati_mam/kadid10k/images/I45_19_04.png,other,-41.867085,13.965039,-5.369646,16.637552
KADID-10k,I45_19_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Jitter,,5.0,1.4,val,/data/projectwork/swati_mam/kadid10k/images/I45_19_05.png,other,-53.859245,10.923956,-18.011059,1.8150474
KADID-10k,I45_20_01,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,,1.0,4.27,val,/data/projectwork/swati_mam/kadid10k/images/I45_20_01.png,other,-15.246863,20.353914,-0.29286355,23.464993
KADID-10k,I45_20_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,,2.0,3.27,val,/data/projectwork/swati_mam/kadid10k/images/I45_20_02.png,other,-15.76667,19.32122,0.30817297,23.488367
KADID-10k,I45_20_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,,3.0,2.67,val,/data/projectwork/swati_mam/kadid10k/images/I45_20_03.png,other,-14.441778,20.542465,-0.40578058,25.36281
KADID-10k,I45_20_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,,4.0,3.13,val,/data/projectwork/swati_mam/kadid10k/images/I45_20_04.png,other,-14.301928,19.79842,0.47131276,24.005878
KADID-10k,I45_20_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Non-eccentricity patch,,5.0,2.07,val,/data/projectwork/swati_mam/kadid10k/images/I45_20_05.png,other,-15.150675,20.57052,-0.57924235,24.680346
KADID-10k,I45_21_01,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,,1.0,3.77,val,/data/projectwork/swati_mam/kadid10k/images/I45_21_01.png,other,-16.681559,19.350845,1.153247,23.583216
KADID-10k,I45_21_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,,2.0,2.43,val,/data/projectwork/swati_mam/kadid10k/images/I45_21_02.png,other,-17.879107,18.475645,1.9017066,24.765213
KADID-10k,I45_21_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,,3.0,2.6,val,/data/projectwork/swati_mam/kadid10k/images/I45_21_03.png,other,-16.80123,18.799786,2.3804348,23.994602
KADID-10k,I45_21_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,,4.0,2.4,val,/data/projectwork/swati_mam/kadid10k/images/I45_21_04.png,other,-17.119326,19.513756,-2.6588964,20.836363
KADID-10k,I45_21_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Pixelate,,5.0,1.23,val,/data/projectwork/swati_mam/kadid10k/images/I45_21_05.png,other,-17.46045,18.233723,-3.8789866,17.468142
KADID-10k,I45_22_01,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,,1.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I45_22_01.png,other,-10.484922,23.069,-3.1638858,18.572334
KADID-10k,I45_22_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,,2.0,4.1,val,/data/projectwork/swati_mam/kadid10k/images/I45_22_02.png,other,-9.590056,23.693205,-3.248208,18.36603
KADID-10k,I45_22_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,,3.0,3.73,val,/data/projectwork/swati_mam/kadid10k/images/I45_22_03.png,other,-6.9603977,25.027063,-4.597149,17.360258
KADID-10k,I45_22_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,,4.0,3.3,val,/data/projectwork/swati_mam/kadid10k/images/I45_22_04.png,other,-6.2026324,25.356297,-6.0327454,15.820916
KADID-10k,I45_22_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Quantization,,5.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I45_22_05.png,other,-4.356224,25.839645,-12.232939,1.7514228
KADID-10k,I45_23_01,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,,1.0,4.03,val,/data/projectwork/swati_mam/kadid10k/images/I45_23_01.png,other,-16.501904,18.974787,0.34263462,25.401497
KADID-10k,I45_23_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,,2.0,2.77,val,/data/projectwork/swati_mam/kadid10k/images/I45_23_02.png,other,-15.152286,19.846449,-0.9861582,22.485847
KADID-10k,I45_23_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,,3.0,2.4,val,/data/projectwork/swati_mam/kadid10k/images/I45_23_03.png,other,-14.798875,19.822805,-4.836255,20.151394
KADID-10k,I45_23_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,,4.0,1.97,val,/data/projectwork/swati_mam/kadid10k/images/I45_23_04.png,other,-16.091568,20.13107,0.984188,22.574635
KADID-10k,I45_23_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Color block,,5.0,1.97,val,/data/projectwork/swati_mam/kadid10k/images/I45_23_05.png,other,-13.524943,21.017487,-1.7426796,22.48878
KADID-10k,I45_24_01,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,,1.0,3.4,val,/data/projectwork/swati_mam/kadid10k/images/I45_24_01.png,HF/sharpen,27.58494,-6.8504133,2.0235615,27.013062
KADID-10k,I45_24_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,,2.0,2.53,val,/data/projectwork/swati_mam/kadid10k/images/I45_24_02.png,HF/sharpen,36.989872,0.0559781,2.2446275,27.21813
KADID-10k,I45_24_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,,3.0,2.1,val,/data/projectwork/swati_mam/kadid10k/images/I45_24_03.png,HF/sharpen,40.19939,3.0356107,2.3390594,27.322676
KADID-10k,I45_24_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,,4.0,1.53,val,/data/projectwork/swati_mam/kadid10k/images/I45_24_04.png,HF/sharpen,45.31632,8.932021,17.470394,-17.75222
KADID-10k,I45_24_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,High sharpen,,5.0,1.37,val,/data/projectwork/swati_mam/kadid10k/images/I45_24_05.png,HF/sharpen,64.225494,14.805908,17.835722,-15.234506
KADID-10k,I45_25_01,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Contrast change,,1.0,3.4,val,/data/projectwork/swati_mam/kadid10k/images/I45_25_01.png,other,16.731878,-2.4575562,-3.7735884,18.258467
KADID-10k,I45_25_02,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Contrast change,,2.0,3.8,val,/data/projectwork/swati_mam/kadid10k/images/I45_25_02.png,other,10.68576,-3.2185302,-1.7250801,23.618084
KADID-10k,I45_25_03,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Contrast change,,3.0,4.27,val,/data/projectwork/swati_mam/kadid10k/images/I45_25_03.png,other,-6.108644,24.143658,1.1742717,24.548458
KADID-10k,I45_25_04,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Contrast change,,4.0,4.27,val,/data/projectwork/swati_mam/kadid10k/images/I45_25_04.png,other,-27.089302,12.74383,-1.7357059,20.94102
KADID-10k,I45_25_05,I45,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I45.png,Contrast change,,5.0,3.2,val,/data/projectwork/swati_mam/kadid10k/images/I45_25_05.png,other,-37.824303,11.477135,-3.1204689,18.787546
KADID-10k,I46_01_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Gaussian blur,,1.0,4.65,val,/data/projectwork/swati_mam/kadid10k/images/I46_01_01.png,blur,12.4214735,9.623364,33.767498,-3.3675008
KADID-10k,I46_01_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Gaussian blur,,2.0,4.33,val,/data/projectwork/swati_mam/kadid10k/images/I46_01_02.png,blur,6.596435,9.806796,34.80291,-3.0251667
KADID-10k,I46_01_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Gaussian blur,,3.0,2.97,val,/data/projectwork/swati_mam/kadid10k/images/I46_01_03.png,blur,-4.609735,8.624698,30.080818,-3.6811864
KADID-10k,I46_01_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Gaussian blur,,4.0,1.63,val,/data/projectwork/swati_mam/kadid10k/images/I46_01_04.png,blur,-26.00007,6.5023828,5.9910975,0.04047109
KADID-10k,I46_01_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Gaussian blur,,5.0,1.17,val,/data/projectwork/swati_mam/kadid10k/images/I46_01_05.png,blur,-51.068317,3.6059988,-34.991543,-2.9749184
KADID-10k,I46_02_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Lens blur,,1.0,4.03,val,/data/projectwork/swati_mam/kadid10k/images/I46_02_01.png,blur,4.208776,9.810572,34.472225,-2.7191572
KADID-10k,I46_02_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Lens blur,,2.0,2.5,val,/data/projectwork/swati_mam/kadid10k/images/I46_02_02.png,blur,-5.6910686,8.744671,27.905636,-4.008198
KADID-10k,I46_02_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Lens blur,,3.0,1.73,val,/data/projectwork/swati_mam/kadid10k/images/I46_02_03.png,blur,-26.527796,6.40669,2.466093,2.2816691
KADID-10k,I46_02_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Lens blur,,4.0,1.33,val,/data/projectwork/swati_mam/kadid10k/images/I46_02_04.png,blur,-49.59499,4.443169,-33.72862,-4.229905
KADID-10k,I46_02_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Lens blur,,5.0,1.2,val,/data/projectwork/swati_mam/kadid10k/images/I46_02_05.png,blur,-50.92124,3.7668653,-34.3209,-3.4076576
KADID-10k,I46_03_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Motion blur,,1.0,4.67,val,/data/projectwork/swati_mam/kadid10k/images/I46_03_01.png,blur,12.420121,9.597874,33.76755,-3.3916562
KADID-10k,I46_03_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Motion blur,,2.0,4.1,val,/data/projectwork/swati_mam/kadid10k/images/I46_03_02.png,blur,5.399685,9.884936,34.68395,-2.7960129
KADID-10k,I46_03_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Motion blur,,3.0,3.3,val,/data/projectwork/swati_mam/kadid10k/images/I46_03_03.png,blur,-2.3683875,8.554252,32.202595,-3.1535306
KADID-10k,I46_03_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Motion blur,,4.0,2.0,val,/data/projectwork/swati_mam/kadid10k/images/I46_03_04.png,blur,-5.7822556,8.842575,25.497995,-4.451528
KADID-10k,I46_03_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Motion blur,,5.0,1.53,val,/data/projectwork/swati_mam/kadid10k/images/I46_03_05.png,blur,-25.355295,6.5003533,23.249147,-3.793051
KADID-10k,I46_04_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color diffusion,,1.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I46_04_01.png,other,7.6780763,9.683073,29.532095,-4.439724
KADID-10k,I46_04_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color diffusion,,2.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I46_04_02.png,other,23.598112,7.9587913,1.0173551,4.6556363
KADID-10k,I46_04_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color diffusion,,3.0,1.73,val,/data/projectwork/swati_mam/kadid10k/images/I46_04_03.png,other,22.419893,8.711073,-41.21147,-2.2190294
KADID-10k,I46_04_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color diffusion,,4.0,1.45,val,/data/projectwork/swati_mam/kadid10k/images/I46_04_04.png,other,22.123081,8.804681,-41.590633,-2.0820608
KADID-10k,I46_04_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color diffusion,,5.0,1.5,val,/data/projectwork/swati_mam/kadid10k/images/I46_04_05.png,other,21.870958,8.907495,-41.975952,-1.9740837
KADID-10k,I46_05_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color shift,,1.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I46_05_01.png,other,10.412794,9.879884,31.5257,-3.575322
KADID-10k,I46_05_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color shift,,2.0,2.8,val,/data/projectwork/swati_mam/kadid10k/images/I46_05_02.png,other,5.2106814,9.575751,28.256878,-3.8717978
KADID-10k,I46_05_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color shift,,3.0,2.37,val,/data/projectwork/swati_mam/kadid10k/images/I46_05_03.png,other,4.5628114,9.629814,29.72174,-3.8066387
KADID-10k,I46_05_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color shift,,4.0,2.43,val,/data/projectwork/swati_mam/kadid10k/images/I46_05_04.png,other,4.352346,9.760899,30.642958,-3.88965
KADID-10k,I46_05_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color shift,,5.0,2.67,val,/data/projectwork/swati_mam/kadid10k/images/I46_05_05.png,other,4.2765384,9.773617,31.788017,-4.2971554
KADID-10k,I46_06_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color quantization,,1.0,4.07,val,/data/projectwork/swati_mam/kadid10k/images/I46_06_01.png,other,14.566567,13.5324545,21.898424,-3.6625085
KADID-10k,I46_06_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color quantization,,2.0,3.9,val,/data/projectwork/swati_mam/kadid10k/images/I46_06_02.png,other,14.482115,14.022301,21.434029,-3.6894772
KADID-10k,I46_06_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color quantization,,3.0,3.67,val,/data/projectwork/swati_mam/kadid10k/images/I46_06_03.png,other,14.847602,14.61081,20.32524,-3.5242114
KADID-10k,I46_06_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color quantization,,4.0,3.1,val,/data/projectwork/swati_mam/kadid10k/images/I46_06_04.png,other,15.240241,15.634096,4.0147104,-0.3148859
KADID-10k,I46_06_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color quantization,,5.0,2.37,val,/data/projectwork/swati_mam/kadid10k/images/I46_06_05.png,other,16.495201,-19.229246,0.10460181,3.9209833
KADID-10k,I46_07_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 1,,1.0,2.35,val,/data/projectwork/swati_mam/kadid10k/images/I46_07_01.png,other,-7.235495,22.63352,25.06953,-4.2870126
KADID-10k,I46_07_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 1,,2.0,2.57,val,/data/projectwork/swati_mam/kadid10k/images/I46_07_02.png,other,-7.1820683,24.269186,21.699926,-4.655072
KADID-10k,I46_07_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 1,,3.0,2.13,val,/data/projectwork/swati_mam/kadid10k/images/I46_07_03.png,other,-6.9001193,25.11585,19.381243,-4.9358125
KADID-10k,I46_07_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 1,,4.0,1.7,val,/data/projectwork/swati_mam/kadid10k/images/I46_07_04.png,other,-6.3289323,25.91907,3.6269763,-0.5845338
KADID-10k,I46_07_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 1,,5.0,1.63,val,/data/projectwork/swati_mam/kadid10k/images/I46_07_05.png,other,-35.91835,9.481427,27.845787,-5.8530893
KADID-10k,I46_08_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 2,,1.0,4.6,val,/data/projectwork/swati_mam/kadid10k/images/I46_08_01.png,other,12.442135,9.715179,33.76755,-3.3916914
KADID-10k,I46_08_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 2,,2.0,3.33,val,/data/projectwork/swati_mam/kadid10k/images/I46_08_02.png,other,24.118784,7.4638805,2.3356416,1.9804411
KADID-10k,I46_08_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 2,,3.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I46_08_03.png,other,24.894855,7.5717793,-33.569252,-4.43394
KADID-10k,I46_08_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 2,,4.0,1.37,val,/data/projectwork/swati_mam/kadid10k/images/I46_08_04.png,other,33.871445,0.34626916,-42.12772,-1.7654212
KADID-10k,I46_08_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,Color saturation 2,,5.0,1.3,val,/data/projectwork/swati_mam/kadid10k/images/I46_08_05.png,other,34.387653,0.6102862,-42.30661,-1.7454633
KADID-10k,I46_09_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG2000,,1.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I46_09_01.png,other,11.502904,9.349608,34.66085,-3.3324847
KADID-10k,I46_09_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG2000,,2.0,4.1,val,/data/projectwork/swati_mam/kadid10k/images/I46_09_02.png,other,8.048727,9.962383,34.29614,-4.19396
KADID-10k,I46_09_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG2000,,3.0,3.67,val,/data/projectwork/swati_mam/kadid10k/images/I46_09_03.png,other,6.1530695,9.817306,32.293392,-4.6248264
KADID-10k,I46_09_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG2000,,4.0,1.97,val,/data/projectwork/swati_mam/kadid10k/images/I46_09_04.png,other,-2.7082343,8.67291,26.21969,-5.352148
KADID-10k,I46_09_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG2000,,5.0,1.17,val,/data/projectwork/swati_mam/kadid10k/images/I46_09_05.png,other,-25.885023,6.5507693,18.888926,-1.5933958
KADID-10k,I46_10_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG,,1.0,4.67,val,/data/projectwork/swati_mam/kadid10k/images/I46_10_01.png,other,9.333419,9.931204,32.0806,-3.8136048
KADID-10k,I46_10_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG,,2.0,4.43,val,/data/projectwork/swati_mam/kadid10k/images/I46_10_02.png,other,9.126807,9.981843,32.86315,-3.6946228
KADID-10k,I46_10_03,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG,,3.0,4.13,val,/data/projectwork/swati_mam/kadid10k/images/I46_10_03.png,other,8.555828,9.864309,31.025085,-4.4025354
KADID-10k,I46_10_04,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG,,4.0,2.03,val,/data/projectwork/swati_mam/kadid10k/images/I46_10_04.png,other,5.6863837,8.431238,25.646156,-4.842896
KADID-10k,I46_10_05,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,JPEG,,5.0,1.4,val,/data/projectwork/swati_mam/kadid10k/images/I46_10_05.png,other,4.6063676,8.462639,18.639738,-1.6199462
KADID-10k,I46_11_01,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,White noise,,1.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I46_11_01.png,noise,13.385375,12.235733,27.235952,-3.7745383
KADID-10k,I46_11_02,I46,/data/projectwork/swati_mam/new model data/kadid10k/images/I46_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I46.png,White noise,,2.0,3.8,val,/data/projectwork/swati_mam/kadid10k/images/I46_11_02.png,noise,13.924078,13.878368,21.839264,-3.8790734
